Subgroup	Difficulty	Title	Slug	Source	Link
DP on String	Hard	Concatenated Words	concatenated-words	leetcode	https://leetcode.com/problems/concatenated-words/
DP on String	Hard	Count Different Palindromic Subsequences	count-different-palindromic-subsequences	leetcode	https://leetcode.com/problems/count-different-palindromic-subsequences/
DP on String	Hard	Distinct Subsequences II	distinct-subsequences-ii	leetcode	https://leetcode.com/problems/distinct-subsequences-ii/
DP on String	Hard	Longest Chunked Palindrome Decomposition	longest-chunked-palindrome-decomposition	leetcode	https://leetcode.com/problems/longest-chunked-palindrome-decomposition/
DP on String	Hard	String Compression II	string-compression-ii	leetcode	https://leetcode.com/problems/string-compression-ii/
DP on String	Hard	Number of Ways to Form a Target String Given a Dictionary	number-of-ways-to-form-a-target-string-given-a-dictionary	leetcode	https://leetcode.com/problems/number-of-ways-to-form-a-target-string-given-a-dictionary/
DP on String	Hard	Minimum Changes to Make K Semi-palindromes	minimum-changes-to-make-k-semi-palindromes	leetcode	https://leetcode.com/problems/minimum-changes-to-make-k-semi-palindromes/description/
Cummulative Sum	Medium	Maximal Square	maximal-square	leetcode	https://leetcode.com/problems/maximal-square/
Cummulative Sum	Medium	Range Sum Query 2D - Immutable	range-sum-query-2d-immutable	leetcode	https://leetcode.com/problems/range-sum-query-2d-immutable/
Cummulative Sum	Medium	Largest Plus Sign	largest-plus-sign	leetcode	https://leetcode.com/problems/largest-plus-sign/
Cummulative Sum	Medium	Largest 1-Bordered Square	largest-1-bordered-square	leetcode	https://leetcode.com/problems/largest-1-bordered-square/
Cummulative Sum	Medium	Count Square Submatrices with All Ones	count-square-submatrices-with-all-ones	leetcode	https://leetcode.com/problems/count-square-submatrices-with-all-ones/
Cummulative Sum	Medium	Matrix Block Sum	matrix-block-sum	leetcode	https://leetcode.com/problems/matrix-block-sum/
Cummulative Sum	Medium	Count Submatrices With All Ones	count-submatrices-with-all-ones	leetcode	https://leetcode.com/problems/count-submatrices-with-all-ones/
Cummulative Sum	Medium	Ways to Make a Fair Array	ways-to-make-a-fair-array	leetcode	https://leetcode.com/problems/ways-to-make-a-fair-array/
Cummulative Sum	Hard	Maximal Rectangle	maximal-rectangle	leetcode	https://leetcode.com/problems/maximal-rectangle/
Cummulative Sum	Hard	Max Sum of Rectangle No Larger Than K	max-sum-of-rectangle-no-larger-than-k	leetcode	https://leetcode.com/problems/max-sum-of-rectangle-no-larger-than-k/
Cummulative Sum	Hard	Super Washing Machines	super-washing-machines	leetcode	https://leetcode.com/problems/super-washing-machines/
Cummulative Sum	Hard	Maximum Sum of 3 Non-Overlapping Subarrays	maximum-sum-of-3-non-overlapping-subarrays	leetcode	https://leetcode.com/problems/maximum-sum-of-3-non-overlapping-subarrays/
Cummulative Sum	Hard	Number of Submatrices That Sum to Target	number-of-submatrices-that-sum-to-target	leetcode	https://leetcode.com/problems/number-of-submatrices-that-sum-to-target/
Cummulative Sum	Hard	Find the Count of Monotonic Pairs II	find-the-count-of-monotonic-pairs-ii	leetcode	https://leetcode.com/problems/find-the-count-of-monotonic-pairs-ii/description/
Cummulative Sum	Hard	Get the Maximum Score	get-the-maximum-score	leetcode	https://leetcode.com/problems/get-the-maximum-score/
Matrix Chain Multiplication	Hard	Matrix Chain Multiplication		gfg	https://www.geeksforgeeks.org/problems/matrix-chain-multiplication0303/1
Matrix Chain Multiplication	Medium	Guess Number Higher or Lower II	guess-number-higher-or-lower-ii	leetcode	https://leetcode.com/problems/guess-number-higher-or-lower-ii/
Matrix Chain Multiplication	Medium	Predict the Winner	predict-the-winner	leetcode	https://leetcode.com/problems/predict-the-winner/
Matrix Chain Multiplication	Medium	Stone Game	stone-game	leetcode	https://leetcode.com/problems/stone-game/
Matrix Chain Multiplication	Hard	Burst Balloons	burst-balloons	leetcode	https://leetcode.com/problems/burst-balloons/
Matrix Chain Multiplication	Medium	Minimum Score Triangulation of Polygon	minimum-score-triangulation-of-polygon	leetcode	https://leetcode.com/problems/minimum-score-triangulation-of-polygon/
Matrix Chain Multiplication	Medium	Minimum Cost Tree From Leaf Values	minimum-cost-tree-from-leaf-values	leetcode	https://leetcode.com/problems/minimum-cost-tree-from-leaf-values/
Matrix Chain Multiplication	Medium	Partition Array for Maximum Sum	partition-array-for-maximum-sum	leetcode	https://leetcode.com/problems/partition-array-for-maximum-sum/description/
Matrix Chain Multiplication	Hard	Palindrome Partitioning II	palindrome-partitioning-iii	leetcode	https://leetcode.com/problems/palindrome-partitioning-iii/description/
Matrix Chain Multiplication	Medium	Stone Game VII	stone-game-vii	leetcode	https://leetcode.com/problems/stone-game-vii/
Matrix Chain Multiplication	Hard	Remove Boxes	remove-boxes	leetcode	https://leetcode.com/problems/remove-boxes/
Matrix Chain Multiplication	Hard	Strange Printer	strange-printer	leetcode	https://leetcode.com/problems/strange-printer/
Matrix Chain Multiplication	Hard	Valid Permutations for DI Sequence	valid-permutations-for-di-sequence	leetcode	https://leetcode.com/problems/valid-permutations-for-di-sequence/
Matrix Chain Multiplication	Hard	Minimum Cost to Merge Stones	minimum-cost-to-merge-stones	leetcode	https://leetcode.com/problems/minimum-cost-to-merge-stones/
Matrix Chain Multiplication	Hard	Allocate Mailboxes	allocate-mailboxes	leetcode	https://leetcode.com/problems/allocate-mailboxes/
Matrix Chain Multiplication	Hard	Minimum Cost to Cut a Stick	minimum-cost-to-cut-a-stick	leetcode	https://leetcode.com/problems/minimum-cost-to-cut-a-stick/
Matrix Chain Multiplication	Hard	Stone Game V	stone-game-v	leetcode	https://leetcode.com/problems/stone-game-v/
Matrix Chain Multiplication	Hard	Palindrome Partitioning III	palindrome-partitioning-iii	leetcode	https://leetcode.com/problems/palindrome-partitioning-iii/
Kadane Algo	Medium	Maximum Subarray	maximum-subarray	leetcode	https://leetcode.com/problems/maximum-subarray/
Kadane Algo	Medium	Maximum Product Subarray	maximum-product-subarray	leetcode	https://leetcode.com/problems/maximum-product-subarray/
Kadane Algo	Medium	Bitwise ORs of Subarrays	bitwise-ors-of-subarrays	leetcode	https://leetcode.com/problems/bitwise-ors-of-subarrays/
Kadane Algo	Medium	Longest Turbulent Subarray	longest-turbulent-subarray	leetcode	https://leetcode.com/problems/longest-turbulent-subarray/
Kadane Algo	Medium	Maximum Subarray Sum with One Deletion	maximum-subarray-sum-with-one-deletion	leetcode	https://leetcode.com/problems/maximum-subarray-sum-with-one-deletion/
Kadane Algo	Medium	K-Concatenation Maximum Sum	k-concatenation-maximum-sum	leetcode	https://leetcode.com/problems/k-concatenation-maximum-sum/
Kadane Algo	Medium	Length of Longest Fibonacci Subsequence	length-of-longest-fibonacci-subsequence	leetcode	https://leetcode.com/problems/length-of-longest-fibonacci-subsequence/
