Rating	ID	Title	Tags
1951.5918682146	2435	Paths in Matrix Whose Sum Is Divisible by K	MOD_ARITH
1952.7073399331	1737	Change Minimum Characters to Satisfy One of Three Conditions	NONE
1952.7914119963	3891	Minimum Increase to Maximize Special Indices	NONE
1953.137726744	2434	Using a Robot to Print the Lexicographically Smallest String	NONE
1954.2533254344	1696	Jump Game VI	NONE
1954.5247525411	3599	Partition Array to Minimize XOR	XOR
1956.7059585934	1463	Cherry Pickup II	NONE
1958.1499109036	3720	Lexicographically Smallest Permutation Greater Than Target	PERM_COMB
1959.1438732568	3593	Minimum Increments to Equalize Leaf Paths	NONE
1959.2696201953	2564	Substring XOR Queries	XOR,BITMASK
1960.5517123728	2392	Build a Matrix With Conditions	NONE
1960.5763266754	2350	Shortest Impossible Sequence of Rolls	NONE
1961.4987013156	1537	Get the Maximum Score	NONE
1962.2005269503	1642	Furthest Building You Can Reach	NONE
1962.3314335449	802	Find Eventual Safe States	NONE
1964.3793590858	815	Bus Routes	NONE
1964.6174369373	3850	Count Sequences to K	PRIME,DIVISORS
1965.1266122355	2439	Minimize Maximum of Array	AP_SUM
1966.7067914206	1969	Minimum Non-Zero Product of the Array Elements	POWER,MOD_ARITH
1967.3284576938	1293	Shortest Path in a Grid with Obstacles Elimination	NONE
1967.5589835406	2872	Maximum Number of K-Divisible Components	MOD_ARITH
1968.4923703271	3756	Concatenate Non-Zero Digits and Multiply by Sum II	DIGIT_OPS
1969.2019235672	1943	Describe the Painting	CONTRIBUTION
1969.2668024554	3686	Number of Stable Subsequences	MOD_ARITH
1969.9845549158	835	Image Overlap	PAIR_COUNT
1970.4608098164	1032	Stream of Characters	NONE
1972.7630060106	3733	Minimum Time to Complete All Deliveries	NONE
1973.7407637067	1488	Avoid Flood in The City	NONE
1973.9543553342	3202	Find the Maximum Length of Valid Subsequence II	MOD_ARITH
1975.5726300727	907	Sum of Subarray Minimums	CONTRIBUTION,MOD_ARITH
1975.9693382075	2831	Find the Longest Equal Subarray	NONE
1976.7214151234	1092	Shortest Common Supersequence 	NONE
1979.1112273597	1882	Process Tasks Using Servers	NONE
1979.1323403633	1278	Palindrome Partitioning III	PALINDROME
1979.493040606	3138	Minimum Length of Anagram Concatenation	GCD_LCM
1979.9454101467	2151	Maximum Good People Based on Statements	BITMASK
1981.3072959787	2861	Maximum Number of Alloys	NONE
1981.4460440375	3771	Total Score of Dungeon Runs	NONE
1981.8184570058	3725	Count Ways to Choose Coprime Integers from Rows	GCD_LCM,DIVISORS
1982.4524895112	3690	Split and Merge Array Transformation	NONE
1982.5085994817	805	Split Array With Same Average	AP_SUM
1983.2319731313	1250	Check If It Is a Good Array	GCD_LCM
1983.70440706	1733	Minimum Number of People to Teach	NONE
1984.157304677	3695	Maximize Alternating Sum Using Swaps	NONE
1984.9685663849	2963	Count the Number of Good Partitions	PERM_COMB,MOD_ARITH
1985.2417520906	940	Distinct Subsequences II	MOD_ARITH
1985.2504512337	928	Minimize Malware Spread II	NONE
1987.9947081035	3836	Maximum Score Using Exactly K Pairs	NONE
1989.5369509422	902	Numbers At Most N Given Digit Set	DIGIT_OPS,PERM_COMB
1989.5764824732	3844	Longest Almost-Palindromic Substring	PALINDROME
1990.2800994214	756	Pyramid Transition Matrix	BITMASK
1990.7738526153	963	Minimum Area Rectangle II	GEOM
1992.0032292739	1625	Lexicographically Smallest String After Applying Operations	NONE
1994.3618892548	927	Three Equal Parts	BIT_OPS,PARITY
1995.2937073376	1986	Minimum Number of Work Sessions to Finish the Tasks	BITMASK
1996.0986736442	3224	Minimum Array Changes to Make Differences Equal	PARITY
1997.1824403719	1274	Number of Ships in a Rectangle	NONE
1997.5972097891	3440	Reschedule Meetings for Maximum Free Time II	NONE
1997.7013718153	2250	Count Number of Rectangles Containing Each Point	GEOM
1998.0432529701	3620	Network Recovery Pathways	NONE
1998.3906211301	3897	Maximum Value of Concatenated Binary Segments	BIT_OPS
1998.889914712	2488	Count Subarrays With Median K	SUBARRAY_COUNT,TRICK
1999.1208076854	765	Couples Holding Hands	NONE
1999.2742892673	3886	Sum of Sortable Integers	DIGIT_OPS
